adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/ij4wjcMONWrvh0w18n0wr3H5XhJ.jpg,"[18, 10770]",384299,fr,Au nom du fils,"Michel is a welder working at a shipyard in Brest. His wife died of cancer over a year ago and their 19-year-old son, Etienne, went to pieces and made off for Bogota. He hasn't been in touch for 6 months and Michel is desperate to find him. He leaves - without much money - arrives to Bogota and is mugged on the first day but manages to strike up a friendship with a Belgian girl who - reluctantly at first - helps him on his quest and eventually becomes a close friend. In an unbelievably short time, and following the flimsiest clues, he finds his son who has tried to find a new family among a white-clad Indian tribe in a near-accessible place. I won't spoil it by telling you any more - but there isn't much more.",0.449,/hineFqxiCtBmX8RiMgsVeYMGJsH.jpg,2015-02-23,Au nom du fils,False,6.0,3
False,/zePIADiQKzPc8TrtUbgNU5N0tjd.jpg,"[10770, 10751]",948078,en,Tchaikovsky - Swan Lake,Tchaikovsky: Swan Lake – The Royal Ballet,0.608,/zg8C4OvJ1eSVMgFEpGdXQv7W8A2.jpg,2015-06-30,Tchaikovsky - Swan Lake,False,0.0,0
False,/9yP2Ew83kXzP1AlYlHoVIYplTdU.jpg,"[10770, 35, 80]",331508,de,Der Bulle und das Landei - Wo die Liebe hinfällt,,0.966,/nG5iCubKYkurDBuySY5ga13504J.jpg,2015-01-22,Der Bulle und das Landei - Wo die Liebe hinfällt,False,4.5,4
False,/38Dw14oOaWIG5EeJXcDhcX1uupm.jpg,"[99, 36, 10770]",549806,de,Elvis & Priscilla,,0.446,/uX8O6b19W1MUMc0fuYRDnoVWdK1.jpg,2015-01-04,Elvis & Priscilla,False,7.0,3
False,,"[80, 18, 10770]",448839,en,Love You to Death,A lawyer prosecuting a man accused of killing his wife must battle with her emotions due to the similarities to the death of her own mother.,0.948,/lcjqtpKY5muUF0twegHhSdWSDv9.jpg,2015-09-01,Love You to Death,False,5.0,3
False,/22Q2xlP8tZXPzomIrO58j4fOtfu.jpg,"[10751, 14, 10770]",1067159,de,Die Salzprinzessin,"It's time for King Christoph to hand over his scepter to one of his three beloved daughters.  Princess Amelie was exploring the woods and discovers a glittering salt crystal.  At court, King Christoph has reached a decision: Whichever daughter best proclaims her love for him will be the new Queen.  Enraptured by her new salt crystal, Amelie tells her father she loves him as much as the salt. Enraged, the King banishes her from his kingdom. Amelie has to go live in the woods, disguised as a peasant, in despair and dejection until a good fairy appears to her...",0.403,/yvWGBfzcvCcDgYam8W9M9t7OwcA.jpg,2015-12-25,Die Salzprinzessin,False,5.0,1
False,/uNBaMOZHfdDvlZ0xCEoxfH3KBXT.jpg,"[10770, 35]",342125,de,Super-Dad,"Mark's life couldn't be better. He runs a cool beach bar with his partner Peer, is happy with his beautiful girlfriend Greta, has all the freedom - and no children to make his existence hell! But that suddenly changes when Mark is caught up in an old sin of his youth. As a student he donated his seeds and now 99 of his offspring want to get to know him...",0.915,/7X930xmve084aAT0WmKllwSryKs.jpg,2015-05-26,Super-Dad,False,5.2,2
False,,"[99, 10770]",504332,cs,LSD made in ČSSR,,0.397,/ijHT3MGXSlAijLVV8yRJEmNZC5B.jpg,2015-10-06,LSD made in ČSSR,False,0.0,0
False,,"[18, 10770]",326033,en,UKIP: The First 100 Days,"UKIP: The First 100 Days is a 2015 mockumentary which was broadcast on Channel 4 in the United Kingdom on 16 February 2015, and in the run-up to the May 2015 general election. It tells the fictional story of how the country would be run if the UK Independence Party (UKIP), a Eurosceptic party, were to win the election and its leader Nigel Farage become Prime Minister. The programme is filmed in the style of a fly-on-the-wall documentary that follows UKIP's first female Asian MP as she struggles with the party's stance on immigration amid mounting public discontent with its hardline policies. The role of Deepa Kaur, who is elected to serve as MP for the Romford constituency, is played by Priyanga Burford.",0.889,,2015-02-16,UKIP: The First 100 Days,False,4.2,2
False,/xFgXnEUh5Ujq1Gw2rJOr1sEO116.jpg,"[10749, 10770]",997302,zh,双重約會,,0.599,/lO3nuQ3nDWkoq0VKO06Kx2ttmfx.jpg,2015-03-21,Double Date,False,0.0,0
False,,"[10749, 35, 10770]",375961,cs,Správnej dres,,0.379,/sWMl142W1dolk4rDwEIlCKFkg8I.jpg,2015-12-27,Správnej dres,False,0.0,0
False,/g9vRRjUqr7Uw07MO9HIlvhSWW6T.jpg,"[10770, 35, 18, 10749]",361577,de,Süßer September,"Rebecca and Bruno meet in a bar, in a not particularly happy moment of their life, and they start dating. They consider themselves just friends and talk to each other about everything. But if Rebecca stops being so worried about what the bourgeoisie might think and say, and if Bruno realizes he can't live without Rebecca, they will both understand reality.",0.885,/1Bp5Bauw5qWJhoco4ypbrfikTAq.jpg,2015-06-08,Sweet September,False,5.4,8
False,/zuUjuevEZgZdKDVEnocti1Sr6Tj.jpg,"[99, 36, 10770]",373774,es,Ficción K,"Hard things were said. Incredible things were said. It is time to think about everything that was said. An account of Kirchnerism, a left-wing populist movement that ruled Argentina from 2003 to 2015, led by Néstor Kirchner (1950-2010) and his wife Cristina Fernández de Kirchner.",0.883,/x6L4iaYMHRROP6k0FBty6vnO31a.jpg,2015-12-20,Ficción K,False,0.0,0
False,/AbZxSBlvdxVlMVYzvnIybvsXo6U.jpg,"[16, 10751, 10770]",636120,en,Franklin & Friends: Deep Sea Voyage,"A tropical island vacation with the Turtle family and Bear turns into an underwater exploration adventure! Franklin and Bear are thrilled when Mr. Turtle surprises the boys with a tour of their favorite submarine rescue sub, the Aqua-Rescue 3000, only to be disappointed when they arrive to find that the tour has been canceled.",0.377,/ogUVC3Q9K9LxevvWr0mBX0s8kkq.jpg,2014-06-18,Franklin & Friends: Deep Sea Voyage,False,0.0,0
False,,"[35, 10770]",455472,ms,Girlfriend Aku Dari Neraka,"Rudi stories that have a relationship with Tasha lover, or better known as? Girlfriend From Hell?",0.373,,2015-08-30,Girlfriend Aku Dari Neraka,False,0.0,0
False,/kmAPA72oMMtSORn0GeSaff5mKxq.jpg,"[99, 10770]",374852,en,"Heroin: Cape Cod, USA","An unvarnished look at the heroin epidemic sweeping America's small towns and communities, focusing on on eight young addicts in idyllic Cape Cod, Mass.",0.867,/sS1XMkHZA4gHIpbLPtiALUKYVVa.jpg,2015-12-17,"Heroin: Cape Cod, USA",False,6.85,10
False,/6gB9m8xDb0HJgeuFvl2qwqWJG4S.jpg,"[80, 9648, 10770]",330064,de,Begierde - Mord im Zeichen des Zen,"One morning, a Japanese monk shows up in a village: He does not speak a word, has a head injury and is evidently on the run. Chief Inspector Louise Bonì immediately senses that the young man is in grave danger. However, her supervisor Bermann does not believe her word - because since a deadly use Bonì is psychologically struck and is mainly due to an alcohol problem. Nevertheless, she continues to investigate on her own. The trail leads to a mysterious Zen monastery and a private children's aid organization, which mediates Asian adopted children. Soon Louise awakens a terrible suspicion.",0.465,/ypuOQmQaPzkjsEZtK68SNgvXNvQ.jpg,2015-02-05,Zen and the Art of Murder,False,3.2,4
False,,"[99, 10770]",580617,fr,Voyage en Occident,"""Journey to the West"" is an embedded documentary film into a bus full of Chinese tourists visiting Europe (6 countries in 10 days!) for the very first time. This road movie captures with humor, poetry and spirit the cultural differences between China and Europe in a play of mirrors and contrasts. It also destroys the stereotypes about the emerging Chinese middle class and reveals what they think about the ""others"" who are ""us"", the Westerners.",0.848,/dNxSkjMWn3WcdBKYthNbPoa8i3q.jpg,2015-12-04,Journey to the West,False,8.0,1
False,,"[14, 10751, 10770]",1070625,cs,Vánoční království,,0.361,,2015-12-23,Vánoční království,False,0.0,0
False,,"[35, 10770]",548335,en,The Bar Mitzvah Club,"Arty leads a secret group of adolescent boys who manipulate the stock market and control New York City. His hold on power is jeopardized when his parents split, causing him to use all his influence to force his dad back home.",0.356,/fcBpEhZHzrcX10VJUUy3ROEhGtA.jpg,2015-08-13,The Bar Mitzvah Club,False,0.0,0
False,,"[18, 10770]",360135,de,Über den Tag hinaus,Beyond the Day is a 2015 drama about a retired Professor and a taxi driver who accompanies him for a whole day of driving and talking.,0.832,/56GnPi6kprqe0xMAFmV41tV42N.jpg,2015-09-09,Beyond This Day,False,5.5,2
False,/lbY82ihaQCjKLlS0dqdad1rJQXR.jpg,"[10751, 35, 10770]",369642,de,Heimat ist kein Ort,"The unemployed taxi driver Klaus, the gay dog sitter Uwe and the strict nurse Inge did not have an easy childhood. Her mother died too early, the father then gave her home. Now the old man has died and for the hated Kurbjuweits is the Notarbesuch on. Klaus, Uwe, Inge and their daughter Jule now hope to inherit money and real estate - but they are surprised by an unusual testament. They have to scatter the ashes of the dead in places in their East Prussian homeland, which were important to the father. Together with the young Polish notary Krzysztow, who is supposed to supervise the proper implementation, they are leaving for good or ill. It takes them almost to Polish prison and soon to a wedding, where they understand better not only the father, but also himself better.",0.433,/jHYqYWzA4wSWhPvyo2DJw2TJVvx.jpg,2015-10-09,Heimat ist kein Ort,False,5.3,3
False,/luvv82qTz8Ftm6n6DAdp6D8LNQu.jpg,[10770],1074328,hu,Noiré,,0.822,/eIoNMsV23W7QRxO6Ac5wcztAGHJ.jpg,2015-10-11,Noiré,False,0.0,0
False,/sor4nx28HJeeRWGWPhOFc4MzyyG.jpg,"[99, 10770]",948773,en,Bearhood,Following three young bears of different species through varying landscapes as they find their way in the world.,0.352,,2015-09-04,Bearhood,False,0.0,0
False,,"[10770, 35]",330796,de,Zwei Familien auf der Palme,,0.351,/5CmeHHW1U9ZzUxfLhAwGb6tFjna.jpg,2015-02-17,Zwei Familien auf der Palme,False,6.8,4
False,/aHmN4PRHUUFNt4dAy0dsPkCOSFR.jpg,"[99, 36, 10770]",702011,fr,Les Secrets du Colisée,"Sea battles in the morning and gladiator fights in the afternoon with wild beasts magically appearing in the arena? A subterranean archaeologist investigates tunnels to see how the Colosseum could be flooded; and architects, engineers, and builders construct a lift and trap door system to attempt the release of a wolf into the most famous amphitheater in the world for the first time in 1500 years.",0.815,/eG8iD0lonKqjYuUeUYxOTffdaui.jpg,2014-01-01,The Secrets of the Colosseum,False,0.0,0
False,,"[10770, 35]",327718,de,"Verliebt, verlobt, vertauscht",A Comedy that follows a pair exchanging into each others body while trying the wedding ring and know each other from a very different side.,0.813,/dpPaR25TMMeN7zmCBW2wUdfUz4U.jpg,2015-02-25,"Verliebt, verlobt, vertauscht",False,6.2,2
False,/1LMj6Q1zxMp5b7nPl0B6jKDKHgv.jpg,"[99, 36, 10770]",728621,fr,Sainte-Sophie dévoilée,"Considered the finest example of Byzantine architecture in the world, Hagia Sophia was constructed on a scale unprecedented in human history. Built in the amazingly short time of five years, it bears witness to an amazing scientific knowledge and a rich cultural heritage from the past.",0.346,/tsVXRqlaMZlqmmQneGvg3NAo8AE.jpg,2014-01-01,Hagia Sophia,False,0.0,0
False,/nABZcOyGSLA6r13PEzrRhhFDFNG.jpg,"[12, 35, 10751, 10402, 10770]",1048606,fr,Le Cadeau de la rentrée,,0.797,/unuIZlV0llAnsIqhRh1jQ8fqguZ.jpg,1992-09-05,Le Cadeau de la rentrée,False,0.0,0
False,/yvYedyKU4AMFTfMmJtQUALjAxPT.jpg,"[10770, 35]",380176,de,Matthiesens Töchter,,0.788,/wajSqN7RjNrolkkdij8H9Kx2ltQ.jpg,2015-11-07,Matthiesens Töchter,False,4.0,3
False,/ozbtb11MQVWkWJuKOCU5YYSrsdq.jpg,"[35, 10770]",324152,fr,Changement de cap,,0.367,/vioVOWO6YHuN8aXxjJynho2Edxo.jpg,2014-12-16,Changement de cap,False,7.0,1
False,/9VTu3kqpp79AjRVRyMjba8ACVLM.jpg,"[80, 10770]",394585,fr,Une mère en trop,"Florence Varthy is found dead in her garage. Witnesses to her last few days are questioned to discover who wanted her dead. How did this woman, only daughter of well-known, brash businessman Jacques Varthy, end up like this?",0.774,/hVAHOLAgETc1kW0MqX0DT0BAxb1.jpg,2015-04-26,The Surrogate Mother,False,5.8,6
False,/bi8GuzfF7w957i60pN7OsNqlpZ5.jpg,"[35, 10770, 99]",483577,en,Premium Bond with Mark Gatiss and Matthew Sweet,"In impeccable evening dress, Mark Gatiss and Matthew Sweet ponder the Bonds we've seen on screen since Dr. No in 1962. As the release of 24th official James Bond film, Spectre, approaches we ask - which 007 is the best? To date, six actors have portrayed British Secret Service agent James Bond. Was Sean Connery impossible to surpass? Was George Lazenby really that bad? Was Live and Let Die really a blaxploitation movie in disguise? Gatiss and Sweet consider these and many other questions, and raise a martini in honour of their premium Bond.",0.615,/hLjno7TwiNJTw7ywU4lSmIet06S.jpg,2015-10-28,Premium Bond with Mark Gatiss and Matthew Sweet,False,8.0,1
False,,"[18, 9648, 10770]",720043,ja,なぜ家族は消されたのか？ 心を操る恐怖のサイコパス～成海朔の挑戦II～,"One day, Hikari Seno questions her professor about her classmate who suddenly disappeared 3 weeks ago.",0.585,/weLOsiwLZ0n7Kyl15SFv1QlSYem.jpg,2015-07-01,Why was the family erased?,False,0.0,0
False,,"[10770, 99, 10402]",275861,en,ABBA: Dancing Queen,"The pop group Abba is one of Swedens biggest export success stories ever. But how did it all begin? And how was their unique style created, which made such an impact in it's time?",0.317,/8DKvedVElRnzr7Lzzm03xXTEy6O.jpg,2012-12-26,ABBA: Dancing Queen,False,8.0,1
False,/nvIkkiXzJiG41Dc0gi1qvB2prPo.jpg,[10770],1057991,pt,"Luz, Câmera, 50 Anos: Maysa: Quando Fala o Coração - O Filme",,0.731,/lHvR0RIyNaSRSnNssvEwIUaMVij.jpg,2015-01-09,"Luz, Câmera, 50 Anos: Maysa: Quando Fala o Coração - O Filme",False,10.0,1
False,/1g3diaCaBDHt5q049nMfM2TQWrB.jpg,"[10749, 10770, 35]",355427,de,Glück auf Brasilianisch,"The ambitious business consultant and single father Edgar Strack is desperately trying to reconcile family and work needs. Alone: ​​He does not succeed. His three adolescent children are frustrated, his new girlfriend Barbara complains, in the company he is betrayed by a competitor. In his distress, Edgar hired the spirited interpreter Ana, whom he had just fired as a colleague, as a new nanny. And lo and behold: Suddenly everything runs like clockwork again.",0.728,/9vh0BM7XPeY10pzTh8Chzo4t4T.jpg,2011-11-25,The Perfect Nanny,False,5.8,5
False,,"[10770, 10751, 10402]",1102351,ru,Физика в забавах. 1 Выпуск,,0.608,/pJET5GQm2gn7UTh6EztkWWbEJDT.jpg,1971-04-01,Физика в забавах. 1 Выпуск,False,9.0,1
False,,"[18, 10770]",607695,ur,Main Kukkoo Aur Woh,,0.72,,2015-10-18,Main Kukkoo Aur Woh,False,10.0,1
False,/uuMKXczUTWPBoUyalgvNEkXjAUl.jpg,"[10751, 10770]",1067161,de,Nussknacker und Mausekönig,"At Christmas, the young Mary receives a wonderful nutcracker that takes life. She becomes witness to his fierce struggle against the mouse king.",0.582,/2p1Rj80k3J0dK5Bvl6xDplQ76P9.jpg,2015-12-25,Nussknacker und Mausekönig,False,0.0,0
False,/rQyCa6RLXO4Fr0Z3Il19oeNvMJW.jpg,"[18, 10751, 10770]",602874,tr,Ekisporter,,0.706,/3KWEVq1PBRowwLxkca6DMVlH0iV.jpg,2015-05-04,Ekisporter,False,5.8,5
False,,"[99, 10770]",749757,ru,Владыки без масок. Таинственный миллиардер,,0.301,/zLcpbBTFpQi1skCuKzCodApJh4n.jpg,1970-05-31,Владыки без масок. Таинственный миллиардер,False,8.0,1
False,/xOIcpI9r3kgJ8zVIdy8k75tHpoW.jpg,"[18, 10770]",377898,en,Rudolf Nureyev: Dance to Freedom,"Dance, espionage and passion come together in this powerful and exciting docudrama that tells the extraordinary story of how Soviet ballet dancer Rudolf Nureyev defected to the West in 1961 and became a living legend.",0.697,/aiXLyshoc9AcTmO8hXUr28xywqO.jpg,2015-12-19,Rudolf Nureyev: Dance to Freedom,False,7.9,4
False,,"[10770, 80]",379513,de,Zorn - Vom Lieben und Sterben,,0.689,/8e9yhZk9IJR62HadNUubnqjY8Hs.jpg,2015-04-16,Zorn - Vom Lieben und Sterben,False,7.5,4
False,,"[10402, 10770]",507566,en,First You Dream: The Music of Kander & Ebb,"An all-star cast performs the music of John Kander and Fred Ebb; songs include ""New York, New York"" and ""Cabaret.""",0.286,/4F7DPe4CUeheHdtOCvVlNuZMHl.jpg,2015-11-20,First You Dream: The Music of Kander & Ebb,False,9.5,4
False,/jK0sAQl7iFs4RWZKYnht0gujpMz.jpg,"[35, 10770]",1219540,el,Βαλ' τον Υπουργό στην Πρίζα,"The crazy farce about entanglement and dark political backroom dealings ""PUT THE MINISTER IN THE SOCKET.""  However, the very variation on the title also expresses the spirit of this new comedy. Around the machine that keeps the prime minister of the country dead and alive unfolds a farce of dealings and entanglements with only one goal: To change nothing. The political backstage strikes, always for its own benefit, all kinds of scenarios aimed at not changing anything in the country. A comedy about a world that makes sure - in a sometimes criminal way - to keep up the pretense and do nothing at a time when finally some people have to plug in to do something.",0.662,/f7YzUe4F8nwPvcrwDRVPaAai3Dc.jpg,2015-01-08,Put the Minister in the Socket,False,0.0,0
False,,"[10770, 18]",331550,de,Blauwasserleben,,0.279,/AiZ6upV6b6Qav7Fsirks3w2UEJV.jpg,2015-03-15,Blauwasserleben,False,4.8,4
False,,"[10770, 18]",1214200,zh,偷窺心事,"Ren is the owner of a second-hand electric appliance store, likes to watch erotic photos in his unexciting and lonesome life. Until one day, his life changed by an unidentified CloudTV. He crushed on a girl who seemed to be threatened by violence, could the crowarded he make it to rescue the girl?",0.278,/jiF1YEZlgdWgKDeM6iz3exS90JT.jpg,2015-03-20,Touch,False,0.0,0
False,/3sqJB4s6tTZYTcadW0Rg5Xoys2f.jpg,"[10770, 35]",343406,de,Eins ist nicht von dir,,0.638,/hMzPkZca0geYtIEOKnhfrJP0uvB.jpg,2015-06-05,Eins ist nicht von dir,False,3.0,3
False,,"[10770, 10402]",255410,bs,Dino Merlin Live Koševo 2015,"Kosevo July 19 is a DVD by Dino Merlin. It was released in January 2009. It has been recorded on July 19, on his concert in Sarajevo on stadium Kosevo, promoting his tenth studio album Ispočetka.",0.623,/12oL6qMvkrTXFEaIfvF8hSktguO.jpg,2015-01-01,Dino Merlin Live at Kosevo 2015,False,0.0,0
False,/jQXVEWMLCw3QbD3zEBNI6UOOQxF.jpg,"[35, 10770]",313753,ca,El mètode Grönholm,,0.262,/8eZ2bEJiakIcUtzHji9zhmgeYmO.jpg,2015-02-01,The Grönholm Method,False,6.7,6
False,/aBeG4YZ4AMI4YwEZlIxuTSqBuCl.jpg,"[99, 10770]",581401,en,Africa's Wild West,"Some 150 wild horses live in an expanse of desert, grassland and rock along Namibia’s west coast - a ‘Forbidden Zone’ rife with ghost towns.",0.592,/s97pmXpsH2FDQk4r4THAMvngebE.jpg,2015-01-01,Africa's Wild West,False,0.0,0
False,/uO4a5JXQW1HpPUhHNIG0r1OMEZA.jpg,"[35, 27, 10770, 10751]",718661,pt,Mansão Bem Assombrada,"Eduardo, a teacher who heads a theater group at his school, the Troupe dos Seis, made up of students Tecão, Paty, Bruno, Fabi, Zepa and Michele. The group will perform at their school's end-of-year party, but as there is no place available to rehearse, the teacher decides to conduct the rehearsals in the old mansion of Barão Alfredo, his grandfather. What he doesn't know is that the place has two unusual inhabitants: a couple of ghosts who can now go back to scaring and messing with people.",0.568,/dlqD5czVimnsIMq7Wbnsl3ScGJ6.jpg,2015-12-29,Mansão Bem Assombrada,False,0.0,0
False,,"[18, 10770]",602899,tr,Bir Sevda İşi,,0.588,/d88g4pYAWwE6JdtwVYEaib6Necr.jpg,2015-05-03,Bir Sevda İşi,False,0.0,0
False,,"[99, 10770]",944819,en,Polar Bear Summer,"The uncommon sight of polar bears wandering a colorful landscape during an iceless summer in Hudson Bay, Canada.",0.317,/7nzssoMdQQxAIRHSKdMgIfUFLgd.jpg,2015-07-07,Polar Bear Summer,False,0.0,0
False,,"[27, 35, 10770]",589994,ms,Hantu Blurey,Johan is illegal selling Cd man suddenly he founds porno but oh no the ghost of the porno haunts him.Beto is police,0.578,,2015-07-26,Hantu Blurey,False,0.0,0
False,/p9ISMhGQQM3sBCUeQrEqq39tCng.jpg,"[10770, 18]",485930,fr,La permission,"Jeanne, a young modern woman, mourns her brother who died in the front a few months earlier in WW I. She can not bring herself to marry the rich and charming Adrien whom her mother intends for her. A strange feeling prevents her from loving this man who nevertheless nourishes for her strong and sincere feelings. She will nevertheless resign herself - Until the day when Bakary a Senegalese rifleman who had fought until the last moments under the orders of her beloved brother arrives on leave in the family home. The two young people who are all opposed will be irresistibly attracted to each other. Their impossible love will provoke hatred and fury. But this forbidden and secret passion will also release some dark secrets.",0.577,/f7yTyxMXN90Ssd7ycBDnp2UkX4h.jpg,2015-11-08,The Permission,False,4.0,1
False,,"[99, 10770]",682778,en,"2,000 Tattoos, 40 Piercings and a Pickled Ear",Featuring three bodyshockers as they prepare for difficult moments in their lives,0.245,/ukxllCCMpL0fQnCIe9kYQhS7XVt.jpg,2015-04-14,"2,000 Tattoos, 40 Piercings and a Pickled Ear",False,0.0,0
False,,"[99, 10770]",347454,ru,Президент,"In an exclusive interview, Russia's president Vladimir Putin discusses the biggest decisions he's faced as leader and where the country is headed.",0.573,,2015-04-26,The President,False,5.5,2
False,/AcTS8JxzfpdZ0XjjvcUH1EcNhD.jpg,"[10770, 35]",428075,de,Reiff für die Insel - Katharina und der große Schatz,,0.571,/wlQmfexgCN1KVYwBihv6hQlBB2P.jpg,2015-10-23,Reiff für die Insel - Katharina und der große Schatz,False,5.0,2
False,/zrcRDsQcatx6ySXPHWTidPTP72K.jpg,"[99, 10770]",630903,en,World's Greatest Dogs,"Athletic, playful and loving, our canine companions are extraordinary animals. From acrobatics to breathtaking stunts, skateboarding to riding a scooter, and rope jumping to surfing, this special celebrates amazing dogs and their dedicated owners, and reveals how some underdogs tuned from rejected puppy to thriving star.",0.244,/8eH19D1RDcRoVA12PZmoNu6Kgp6.jpg,2015-09-01,World's Greatest Dogs,False,0.0,0
False,/wl7htW8sJYDkGlaOIQteCykKxP4.jpg,"[35, 10402, 10770, 99]",348601,en,Bridget Everett: Gynecological Wonder,A mix of cabaret and standup recorded at Joe's Pub in New York.,0.549,/bXut7WJRyXPrRl8jVEoPwlmeGZ.jpg,2015-07-11,Bridget Everett: Gynecological Wonder,False,2.5,2
False,/uDace7NaBff4K3nSf09rPQ69QlE.jpg,"[99, 36, 10770]",368839,es,Las sinsombrero,"Spain, 1914. A group of women fight with courage for their rights in a society that condemns them to mediocrity. In 1927, their most advantaged students free themselves from the intellectual, social and physical corset that constricted them to a role as wives and mothers, so they will participate without complexes in the cultural life of Spain from then until the disaster of the Spanish Civil War.",0.535,/AcTwZEBUr0eZyYeWdw818RSotT7.jpg,2015-05-28,Las sinsombrero,False,6.6,5
False,/ygnI4fyYzuNyll4swKYfCab0Y3W.jpg,"[10770, 35, 18]",328999,de,Schwägereltern,Comedy about a wedding that doesn't take place. Which leads to insights nobody expected. Irene and Lutz Steimle as well as Margret and Robert Heller meet for the first time in an idyllic castle hotel in Mecklenburg to celebrate the wedding of their children Laila and David. Two couples whose own marriages are not in the best of shape.,0.529,/j3oaUyMfmJHk0jWBOo4VtfVSPCA.jpg,2015-02-15,Schwägereltern,False,3.3,3
False,/rTL433cQEKUuFnuE4qGKSghMYGf.jpg,"[18, 10770, 53]",324905,de,Nie mehr wie immer,Melanie and Walter seem to be happily married but then strange incidents begin to occur. Their house is broken into but nothing is missing. Someone is observing them and Walter is even pursued and harassed by a young man. The situation escalates when they find out that the daughter of their former housekeeper has died.,0.224,/bxVFjoaoqdwB49vgmDLQiNN8zj5.jpg,2015-01-07,Never Be the Same,False,2.0,2
False,,"[99, 10402, 10770]",398466,en,Billie Holiday: A Sensation,"A documentary about the legendary jazz singer Billie Holiday (1915-1959).  There exist many myths and legends about the Jazz Singer Billie Holiday — one of the greatest voices of the last century. Most of them tell the story of the tragic victim of drugs, alcohol, men, color, or the circumstances of her upbringing. To some extent she contributed herself to these legends, especially in her autobiography ""Lady Sings the Blues"". In recent years, more and more records and reports have shown a different picture of her. These statements of confidants, colleagues and friends clean up with many of the legends and show a strong personality who has been anything but a pitiable victim. Billie Holiday was a strong-willed and determined person and a very complex personality who did not correspond to the classic victim type.",0.37,/g9shN9Eyd5VAYC5iNsMPjo94qJK.jpg,2015-04-07,Billie Holiday: A Sensation,False,8.0,2
False,,"[99, 10770]",366138,it,Ilaria Alpi: L'ultimo viaggio,"Twenty years have passed since the death of Ilaria Alpi, RAI journalist and his cameraman Miran Hrovatin, killed in an ambush in Mogadishu on March 20, 1994. Since then, many mysteries, many false leads, have concealed the truth on the murder, on perpetrators, the motive of the blood. ""Ilaria Alpi: L'ultimo viaggio"" try turning some new light on the investigation that Ilaria was doing in Somalia on the international arms trade, now that new documents have been de-kept secret, and acquired new evidence. What she found Ilaria Alpi during her last trip? What she was prevented from telling us with that last ambush in Mogadishu?",0.517,/rg0OIjptAVqxyiKUoATirl5DaNc.jpg,2015-04-11,Ilaria Alpi: L'ultimo viaggio,False,7.5,2
False,,"[10770, 18, 35, 10751, 10749]",607666,ur,Lucknow Wale Lateefullah,"Lateefullah lives in Lucknow, India with her family but has paternal relatives in Pakistan, he comes to Pakistan to get married. The girl Maira whom he is about to married expects him to look like a Bollywood hero. Lateef on the other hand turns out totally different. Lateef also expects her to be typical traditional and conservative girl. However both finds out them to be completely different from each other's expectations.",0.22,,2015-10-10,Lucknow Wale Lateefullah,False,10.0,1
False,/lOnVCCiRu6w3UAPme5sQGIZwUEy.jpg,"[99, 10770]",824687,en,(Un)glamorous,"If what you know about male models comes straight from Zoolander, Pedro Andrade's special will give you a very different picture. It's a world of photo shoots and international travel, but there are also tiny models' apartments and even tinier paychecks.",0.22,/wW3VEMzKg3VTSBLm2PprA6t4Gpt.jpg,2015-06-16,(Un)glamorous,False,8.5,2
False,,"[35, 10770]",933533,sr,Mamurluci,"Kolja and Cveja, long-time friends and fellow actors are trying to cope with debt bondage, which led to Cveja's eviction from the apartment by the executor. Beside personal, family and business misfortunes, they will experience series of incredible events during one day. What will the next morning bring?",0.308,/cgmfPaRhDO3UeNIhMZeX54rkQ1a.jpg,2015-01-01,The Hangovers,False,0.0,0
False,,[10770],920757,zh,天使的收音機,,0.5,/k4IZfUdXv9LXImL2uR0eSbH5YCs.jpg,2015-04-24,Angel's Voice Recorder,False,0.0,0
False,/qL4c0DMOfhggJzic7Ky4sFG5Djv.jpg,"[99, 10770]",966932,en,United Sharks of America,"A showcase for breathtaking shark behaviour, covering a wide variety of species across the coastal waters of the US.",0.307,/8BMRGcE8UgeWIjqpQT745KozZ7d.jpg,2015-08-08,United Sharks of America,False,0.0,0
False,/j0i97wDYozAsWWGqzwEQdUEsOqL.jpg,"[10770, 10749]",534786,ru,Поздние цветы,,0.498,/llsg9IyKrOgSkNKuf8xSrJOOvy4.jpg,2015-03-09,Belated Flowers,False,5.5,2
False,,"[18, 10770]",1369561,zh,傑克的爺爺,,0.496,/kPNj2Ka4sYAPzMFpz9JVr0Zn7Jf.jpg,2015-03-21,Jack's Grandfather,False,0.0,0
False,/sbmD0OiDScq01UjAfRlfOo9wA1B.jpg,"[99, 10770]",904164,fr,"Un oeil sur vous, citoyens sous surveillance",,0.337,/8oBEx6vMSaStRdFmj46nCHOsLxn.jpg,2015-01-01,"Un oeil sur vous, citoyens sous surveillance",False,6.0,1
False,,"[99, 10770]",749753,ru,Владыки без масок. Гарольд Хант - апостол «ультра»,,0.49,/yjF384eVjsMmHLAdUbGGScvyGjp.jpg,1970-05-24,Владыки без масок. Гарольд Хант - апостол «ультра»,False,8.0,1
